person,state,district,vote,name,party,matched-name,twitter-handle,matched-state,matched-party
412600,MA,5,Yea,"Rep. Katherine Clark [D, 2013-2024]",Democrat,Katherine Clark D-MA,repkclark,MA,D
412606,NJ,1,Yea,"Rep. Donald Norcross [D, 2014-2024]",Democrat,"Norcross, Donald",donaldnorcross,NJ,D
412607,NC,12,Yea,"Rep. Alma Adams [D, 2014-2024]",Democrat,"Adams, Alma",repadams,NC,D
412608,AL,6,Nay,"Rep. Gary Palmer [R, 2015-2024]",Republican,Gary Palmer R-AL,usrepgarypalmer,AL,R
412609,AR,2,Nay,"Rep. French Hill [R, 2015-2024]",Republican,French Hill R-AR,repfrenchhill,AR,R
412610,AR,4,Nay,"Rep. Bruce Westerman [R, 2015-2024]",Republican,Bruce Westerman R-AR,repwesterman,AR,R
412612,AZ,7,Yea,"Rep. Ruben Gallego [D, 2015-2022]",Democrat,"Gallego, Ruben",reprubengallego,AZ,D
412613,CA,11,Yea,"Rep. Mark DeSaulnier [D, 2015-2022]",Democrat,"DeSaulnier, Mark",repdesaulnier,CA,D
412615,CA,31,Yea,"Rep. Pete Aguilar [D, 2015-2022]",Democrat,"Aguilar, Pete",reppeteaguilar,CA,D
412616,CA,33,Yea,"Rep. Ted Lieu [D, 2015-2022]",Democrat,"Lieu, Ted",reptedlieu,CA,D
412617,CA,35,Yea,"Rep. Norma Torres [D, 2015-2024]",Democrat,"Torres, Norma",normajtorres,CA,D
412619,CO,4,Nay,"Rep. Ken Buck [R, 2015-2024]",Republican,"Buck, Ken",repkenbuck,CO,R
412622,GA,1,Nay,"Rep. Earl “Buddy” Carter [R, 2015-2024]",Republican,Buddy Carter R-GA,repbuddycarter,GA,R
412623,GA,10,Nay,"Rep. Jody Hice [R, 2015-2022]",Republican,,,,
412624,GA,11,Nay,"Rep. Barry Loudermilk [R, 2015-2024]",Republican,Barry Loudermilk R-GA,reploudermilk,GA,R
412625,GA,12,Nay,"Rep. Rick Allen [R, 2015-2024]",Republican,"Allen, Rick",reprickallen,GA,R
412629,IL,12,Not Voting,"Rep. Mike Bost [R, 2015-2024]",Republican,"Bost, Mike",repbost,IL,R
412631,LA,6,Nay,"Rep. Garret Graves [R, 2015-2024]",Republican,Garret Graves R-LA,repgarretgraves,LA,R
412632,MA,6,Yea,"Rep. Seth Moulton [D, 2015-2024]",Democrat,"Moulton, Seth",teammoulton,MA,D
412634,MI,4,Nay,"Rep. John Moolenaar [R, 2015-2022]",Republican,John Moolenaar R-MI,repmoolenaar,MI,R
412637,MI,12,Yea,"Rep. Debbie Dingell [D, 2015-2022]",Democrat,Debbie Dingell D-MI,repdebdingell,MI,D
412638,MI,14,Yea,"Rep. Brenda Lawrence [D, 2015-2022]",Democrat,Brenda Lawrence D-MI,replawrence,MI,D
412639,MN,6,Nay,"Rep. Tom Emmer [R, 2015-2024]",Republican,Tom Emmer R-MN,reptomemmer,MN,R
412641,NC,7,Nay,"Rep. David Rouzer [R, 2015-2024]",Republican,David Rouzer R-NC,repdavidrouzer,NC,R
412644,NJ,12,Yea,"Rep. Bonnie Watson Coleman [D, 2015-2024]",Democrat,Bonnie Coleman D-NJ,repbonnie,NJ,D
412646,NY,1,Nay,"Rep. Lee Zeldin [R, 2015-2022]",Republican,Lee Zeldin R-NY,repleezeldin,NY,R
412647,NY,4,Yea,"Rep. Kathleen Rice [D, 2015-2022]",Democrat,Kathleen Rice D-NY,repkathleenrice,NY,D
412648,NY,21,Nay,"Rep. Elise Stefanik [R, 2015-2024]",Republican,Elise Stefanik R-NY,repstefanik,NY,R
412649,NY,24,Nay,"Rep. John Katko [R, 2015-2022]",Republican,John Katko R-NY,repjohnkatko,NY,R
412652,PA,2,Yea,"Rep. Brendan Boyle [D, 2019-2024]",Democrat,"Boyle, Brendan",congboyle,PA,D
412655,TX,36,Nay,"Rep. Brian Babin [R, 2015-2024]",Republican,"Babin, Brian",repbrianbabin,TX,R
412657,VA,8,Yea,"Rep. Donald Beyer [D, 2015-2024]",Democrat,"Beyer, Don",repdonbeyer,VA,D
412660,WA,4,Nay,"Rep. Dan Newhouse [R, 2015-2024]",Republican,Dan Newhouse R-WA,repnewhouse,WA,R
412661,WI,6,Nay,"Rep. Glenn Grothman [R, 2015-2024]",Republican,Glenn Grothman R-WI,repgrothman,WI,R
412662,WV,2,Nay,"Rep. Alexander Mooney [R, 2015-2024]",Republican,Alex Mooney R-WV,repalexmooney,WV,R
412673,MS,1,Nay,"Rep. Trent Kelly [R, 2015-2024]",Republican,"Kelly, Trent",reptrentkelly,MS,R
412674,IL,18,Nay,"Rep. Darin LaHood [R, 2015-2022]",Republican,Darin LaHood R-IL,replahood,IL,R
412675,OH,8,Nay,"Rep. Warren Davidson [R, 2016-2024]",Republican,"Davidson, Warren",warrendavidson,OH,R
412676,KY,1,Nay,"Rep. James Comer [R, 2016-2024]",Republican,"Comer, James",repjamescomer,KY,R
412677,PA,3,Yea,"Rep. Dwight Evans [D, 2019-2024]",Democrat,Dwight Evans D-PA,repdwightevans,PA,D
412682,AZ,1,Yea,"Rep. Tom O’Halleran [D, 2017-2022]",Democrat,Tom O'Halleran D-AZ,repohalleran,AZ,D
412683,AZ,5,Nay,"Rep. Andy Biggs [R, 2017-2024]",Republican,Andy Biggs R-AZ,repandybiggsaz,AZ,R
412684,CA,17,Yea,"Rep. Ro Khanna [D, 2017-2024]",Democrat,"Khanna, Ro",reprokhanna,CA,D
412685,CA,20,Yea,"Rep. Jimmy Panetta [D, 2017-2022]",Democrat,Jimmy Panetta D-CA,repjimmypanetta,CA,D
412686,CA,24,Yea,"Rep. Salud Carbajal [D, 2017-2024]",Democrat,"Carbajal, Salud",repcarbajal,CA,D
412687,CA,44,Yea,"Rep. Nanette Barragán [D, 2017-2024]",Democrat,"Barragán, Nanette",repbarragan,CA,D
412688,CA,46,Yea,"Rep. Luis Correa [D, 2017-2024]",Democrat,"Correa, J. Luis",reploucorrea,CA,D
412689,DE,0,Yea,"Rep. Lisa Blunt Rochester [D, 2017-2024]",Democrat,"Blunt Rochester, Lisa",replbr,DE,D
412690,FL,1,Nay,"Rep. Matt Gaetz [R, 2017-2024]",Republican,"Gaetz, Matt",repmattgaetz,FL,R
412691,FL,2,Nay,"Rep. Neal Dunn [R, 2017-2024]",Republican,"Dunn, Neal",drnealdunnfl2,FL,R
412692,FL,4,Nay,"Rep. John Rutherford [R, 2017-2022]",Republican,John Rutherford R-FL,reprutherfordfl,FL,R
412693,FL,5,Yea,"Rep. Al Lawson [D, 2017-2022]",Democrat,Al Lawson D-FL,repallawsonjr,FL,D
412694,FL,7,Yea,"Rep. Stephanie Murphy [D, 2017-2022]",Democrat,Stephanie Murphy D-FL,repstephmurphy,FL,D
412695,FL,9,Yea,"Rep. Darren Soto [D, 2017-2024]",Democrat,Darren Soto D-FL,repdarrensoto,FL,D
412696,FL,10,Yea,"Rep. Val Demings [D, 2017-2022]",Democrat,Val Demings D-FL,repvaldemings,FL,D
412697,FL,13,Yea,"Rep. Charlie Crist [D, 2017-2022]",Democrat,Charlie Crist D-FL,repcharliecrist,FL,D
412698,FL,18,Nay,"Rep. Brian Mast [R, 2017-2022]",Republican,Brian Mast R-FL,repbrianmast,FL,R
412700,GA,3,Nay,"Rep. Drew Ferguson [R, 2017-2024]",Republican,Drew Ferguson R-GA,repdrewferguson,GA,R
412701,IL,8,Yea,"Rep. Raja Krishnamoorthi [D, 2017-2024]",Democrat,"Krishnamoorthi, Raja",congressmanraja,IL,D
412702,IN,3,Nay,"Rep. Jim Banks [R, 2017-2024]",Republican,"Banks, Jim",repjimbanks,IN,R
412703,IN,9,Nay,"Rep. Trey Hollingsworth [R, 2017-2022]",Republican,Trey Hollingsworth R-IN,reptrey,IN,R
412705,LA,3,Nay,"Rep. Clay Higgins [R, 2017-2024]",Republican,Clay Higgins R-LA,repclayhiggins,LA,R
412706,LA,4,Nay,"Rep. Mike Johnson [R, 2017-2024]",Republican,Mike Johnson R-LA,repmikejohnson,LA,R
412707,MD,4,Yea,"Rep. Anthony Brown [D, 2017-2022]",Democrat,Anthony Brown D-MD,repanthonybrown,MD,D
412708,MD,8,Yea,"Rep. Jamie Raskin [D, 2017-2024]",Democrat,Jamie Raskin D-MD,repraskin,MD,D
412709,MI,1,Nay,"Rep. Jack Bergman [R, 2017-2024]",Republican,"Bergman, Jack",repjackbergman,MI,R
412712,NC,13,Nay,"Rep. Ted Budd [R, 2017-2022]",Republican,"Budd, Ted",sentedbuddnc,NC,R
412713,NE,2,Nay,"Rep. Don Bacon [R, 2017-2024]",Republican,"Bacon, Don",repdonbacon,NE,R
412714,NJ,5,Yea,"Rep. Josh Gottheimer [D, 2017-2024]",Democrat,"Gottheimer, Josh",repjoshg,NJ,D
412717,NY,3,Yea,"Rep. Thomas Suozzi [D, 2017-2022]",Democrat,Tom Suozzi D-NY,reptomsuozzi,NY,D
412718,NY,13,Yea,"Rep. Adriano Espaillat [D, 2017-2024]",Democrat,Adriano Espaillat D-NY,repespaillat,NY,D
412720,NY,22,Nay,"Rep. Claudia Tenney [R, 2021-2022]",Republican,Claudia Tenney R-NY,reptenney,NY,R
412721,PA,1,Nay,"Rep. Brian Fitzpatrick [R, 2019-2024]",Republican,Brian Fitzpatrick R-PA,repbrianfitz,PA,R
412722,PA,11,Nay,"Rep. Lloyd Smucker [R, 2019-2024]",Republican,Lloyd Smucker R-PA,repsmucker,PA,R
412724,TN,8,Nay,"Rep. David Kustoff [R, 2017-2024]",Republican,David Kustoff R-TN,repdavidkustoff,TN,R
412725,TX,15,Yea,"Rep. Vicente Gonzalez [D, 2017-2022]",Democrat,"Gonzalez, Vicente",repgonzalez,TX,D
412726,TX,19,Nay,"Rep. Jodey Arrington [R, 2017-2024]",Republican,"Arrington, Jodey",reparrington,TX,R
412728,VA,4,Yea,"Rep. Donald McEachin [D, 2017-2022]",Democrat,Donald McEachin D-VA,repmceachin,VA,D
412730,WA,7,Yea,"Rep. Pramila Jayapal [D, 2017-2024]",Democrat,"Jayapal, Pramila",repjayapal,WA,D
412731,WI,8,Nay,"Rep. Mike Gallagher [R, 2017-2024]",Republican,"Gallagher, Mike",repgallagher,WI,R
412732,WY,0,Nay,"Rep. Liz Cheney [R, 2017-2022]",Republican,Liz Cheney R-WY,replizcheney,WY,R
412735,KS,4,Nay,"Rep. Ron Estes [R, 2017-2024]",Republican,"Estes, Ron",repronestes,KS,R
412738,SC,5,Nay,"Rep. Ralph Norman [R, 2017-2024]",Republican,"Norman, Ralph",repralphnorman,SC,R
412739,CA,34,Yea,"Rep. Jimmy Gomez [D, 2017-2024]",Democrat,"Gomez, Jimmy",repjimmygomez,CA,D
412740,UT,3,Nay,"Rep. John Curtis [R, 2017-2024]",Republican,"Curtis, John ",repjohncurtis,UT,R
412744,PA,17,Yea,"Rep. Conor Lamb [D, 2019-2022]",Democrat,Conor Lamb D-PA,repconorlamb,PA,D
412745,AZ,8,Nay,"Rep. Debbie Lesko [R, 2018-2024]",Republican,Debbie Lesko R-AZ,repdlesko,AZ,R
412746,TX,27,Nay,"Rep. Michael Cloud [R, 2018-2024]",Republican,"Cloud, Michael",repcloudtx,TX,R
412747,OH,12,Nay,"Rep. Troy Balderson [R, 2018-2024]",Republican,"Balderson, Troy",repbalderson,OH,R
412748,OK,1,Nay,"Rep. Kevin Hern [R, 2018-2024]",Republican,"Hern, Kevin",repkevinhern,OK,R
412749,NY,25,Yea,"Rep. Joseph Morelle [D, 2018-2024]",Democrat,Joe Morelle D-NY,repjoemorelle,NY,D
412750,PA,5,Yea,"Rep. Mary Gay Scanlon [D, 2019-2024]",Democrat,Mary Scanlon D-PA,repmgs,PA,D
412751,PA,7,Yea,"Rep. Susan Wild [D, 2019-2024]",Democrat,Susan Wild D-PA,repsusanwild,PA,D
412753,AZ,9,Yea,"Rep. Greg Stanton [D, 2019-2022]",Democrat,Greg Stanton D-AZ,repgregstanton,AZ,D
412754,CA,10,Yea,"Rep. Josh Harder [D, 2019-2022]",Democrat,"Harder, Josh",repjoshharder,CA,D
412758,CA,45,Yea,"Rep. Katie Porter [D, 2019-2022]",Democrat,Katie Porter D-CA,repkatieporter,CA,D
412760,CA,49,Yea,"Rep. Mike Levin [D, 2019-2024]",Democrat,"Levin, Mike",repmikelevin,CA,D
412761,CO,2,Yea,"Rep. Joe Neguse [D, 2019-2024]",Democrat,Joe Neguse D-CO,repjoeneguse,CO,D
412762,CO,6,Yea,"Rep. Jason Crow [D, 2019-2024]",Democrat,"Crow, Jason",repjasoncrow,CO,D
412763,CT,5,Yea,"Rep. Jahana Hayes [D, 2019-2024]",Democrat,"Hayes, Jahana",repjahanahayes,CT,D
412764,FL,6,Nay,"Rep. Michael Waltz [R, 2019-2024]",Republican,Michael Waltz R-FL,repmichaelwaltz,FL,R
412766,FL,17,Nay,"Rep. Gregory Steube [R, 2019-2024]",Republican,Greg Steube R-FL,repgregsteube,FL,R
412769,GA,6,Yea,"Rep. Lucy McBath [D, 2019-2022]",Democrat,Lucy McBath D-GA,replucymcbath,GA,D
412772,IA,3,Yea,"Rep. Cynthia Axne [D, 2019-2022]",Democrat,Cindy Axne D-IA,repcindyaxne,IA,D
412773,ID,1,Nay,"Rep. Russ Fulcher [R, 2019-2024]",Republican,"Fulcher, Russ",reprussfulcher,ID,R
412774,IL,4,Yea,"Rep. Jesús “Chuy” García [D, 2019-2024]",Democrat,Chuy Garcia D-IL,repchuygarcia,IL,D
412775,IL,6,Yea,"Rep. Sean Casten [D, 2019-2024]",Democrat,"Casten, Sean",repcasten,IL,D
412776,IL,14,Yea,"Rep. Lauren Underwood [D, 2019-2024]",Democrat,Lauren Underwood D-IL,repunderwood,IL,D
412777,IN,4,Nay,"Rep. James Baird [R, 2019-2024]",Republican,"Baird, Jim",repjimbaird,IN,R
412778,IN,6,Nay,"Rep. Greg Pence [R, 2019-2024]",Republican,Greg Pence R-IN,repgregpence,IN,R
412780,KS,3,Yea,"Rep. Sharice Davids [D, 2019-2024]",Democrat,"Davids, Sharice",repdavids,KS,D
412781,MA,3,Yea,"Rep. Lori Trahan [D, 2019-2024]",Democrat,Lori Trahan D-MA,reploritrahan,MA,D
412782,MA,7,Yea,"Rep. Ayanna Pressley [D, 2019-2024]",Democrat,Ayanna Pressley D-MA,reppressley,MA,D
412783,MD,6,Yea,"Rep. David Trone [D, 2019-2024]",Democrat,David Trone D-MD,repdavidtrone,MD,D
412784,MI,8,Yea,"Rep. Elissa Slotkin [D, 2019-2022]",Democrat,Elissa Slotkin D-MI,repslotkin,MI,D
412785,MI,9,Yea,"Rep. Andy Levin [D, 2019-2022]",Democrat,Andy Levin D-MI,repandylevin,MI,D
412786,MI,11,Yea,"Rep. Haley Stevens [D, 2019-2024]",Democrat,Haley Stevens D-MI,rephaleystevens,MI,D
412787,MI,13,Yea,"Rep. Rashida Tlaib [D, 2019-2022]",Democrat,Rashida Tlaib D-MI,reprashida,MI,D
412788,MN,1,Nay,"Rep. Jim Hagedorn [R, 2019-2022]",Republican,Jim Hagedorn R-MN,rephagedorn,MN,R
412789,MN,2,Yea,"Rep. Angie Craig [D, 2019-2024]",Democrat,Angie Craig D-MN,repangiecraig,MN,D
412790,MN,3,Yea,"Rep. Dean Phillips [D, 2019-2024]",Democrat,Dean Phillips D-MN,repdeanphillips,MN,D
412791,MN,5,Yea,"Rep. Ilhan Omar [D, 2019-2024]",Democrat,Ilhan Omar D-MN,ilhan,MN,D
412792,MN,8,Nay,"Rep. Pete Stauber [R, 2019-2024]",Republican,Pete Stauber R-MN,reppetestauber,MN,R
412793,MS,3,Nay,"Rep. Michael Guest [R, 2019-2024]",Republican,"Guest, Michael",repmichaelguest,MS,R
412794,ND,0,Nay,"Rep. Kelly Armstrong [R, 2019-2024]",Republican,"Armstrong, Kelly",reparmstrongnd,ND,R
412795,NH,1,Yea,"Rep. Chris Pappas [D, 2019-2024]",Democrat,Chris Pappas D-NH,repchrispappas,NH,D
412796,NJ,2,Nay,"Rep. Jefferson Van Drew [R, 2019-2024]",Republican,"Van Drew, Jefferson",congressman_jvd,NJ,R
412797,NJ,3,Yea,"Rep. Andy Kim [D, 2019-2024]",Democrat,Andy Kim D-NJ,repandykimnj,NJ,D
412798,NJ,7,Yea,"Rep. Tom Malinowski [D, 2019-2022]",Democrat,Tom Malinowski D-NJ,repmalinowski,NJ,D
412799,NJ,11,Yea,"Rep. Mikie Sherrill [D, 2019-2024]",Democrat,Mikie Sherrill D-NJ,repsherrill,NJ,D
412800,NM,1,Yea,"Rep. Debra Haaland [D, 2019-2021]",Democrat,Deb Haaland D-NM,repdebhaaland,NM,D
412802,NV,3,Yea,"Rep. Susie Lee [D, 2019-2024]",Democrat,"Lee, Susie",repsusielee,NV,D
412804,NY,14,Yea,"Rep. Alexandria Ocasio-Cortez [D, 2019-2024]",Democrat,Alexandria Ocasio-Cortez D-NY,repaoc,NY,D
412805,NY,19,Yea,"Rep. Antonio Delgado [D, 2019-2022]",Democrat,Antonio Delgado D-NY,repdelgado,NY,D
412807,OH,16,Nay,"Rep. Anthony Gonzalez [R, 2019-2022]",Republican,Anthony Gonzalez R-OH,repagonzalez,OH,R
412809,PA,4,Yea,"Rep. Madeleine Dean [D, 2019-2024]",Democrat,"Dean, Madeleine",repdean,PA,D
412810,PA,6,Yea,"Rep. Chrissy Houlahan [D, 2019-2024]",Democrat,Chrissy Houlahan D-PA,rephoulahan,PA,D
412811,PA,9,Nay,"Rep. Daniel Meuser [R, 2019-2024]",Republican,Dan Meuser R-PA,repmeuser,PA,R
412812,PA,13,Nay,"Rep. John Joyce [R, 2019-2024]",Republican,John Joyce R-PA,repjohnjoyce,PA,R
412813,PA,14,Nay,"Rep. Guy Reschenthaler [R, 2019-2024]",Republican,"Reschenthaler, Guy",greschenthaler,PA,R
412815,SC,4,Nay,"Rep. William Timmons [R, 2019-2024]",Republican,"Timmons, William",reptimmons,SC,R
412816,SD,0,Nay,"Rep. Dusty Johnson [R, 2019-2024]",Republican,Dusty Johnson R-SD,repdustyjohnson,SD,R
412817,TN,2,Nay,"Rep. Tim Burchett [R, 2019-2024]",Republican,"Burchett, Tim",reptimburchett,TN,R
412818,TN,6,Nay,"Rep. John W. Rose [R, 2019-2024]",Republican,John Rose R-TN,repjohnrose,TN,R
412819,TN,7,Nay,"Rep. Mark E. Green [R, 2019-2024]",Republican,"Green, Mark",repmarkgreen,TN,R
412820,TX,2,Nay,"Rep. Dan Crenshaw [R, 2019-2024]",Republican,"Crenshaw, Dan",repdancrenshaw,TX,R
412821,TX,3,Nay,"Rep. Van Taylor [R, 2019-2022]",Republican,Van Taylor R-TX,repvantaylor,TX,R
412822,TX,5,Nay,"Rep. Lance Gooden [R, 2019-2024]",Republican,"Gooden, Lance",lancegooden,TX,R
412824,TX,7,Yea,"Rep. Lizzie Fletcher [D, 2019-2024]",Democrat,"Fletcher, Lizzie",repfletcher,TX,D
412825,TX,16,Yea,"Rep. Veronica Escobar [D, 2019-2024]",Democrat,"Escobar, Veronica",repescobar,TX,D
412826,TX,21,Nay,"Rep. Chip Roy [R, 2019-2024]",Republican,Chip Roy R-TX,repchiproy,TX,R
412827,TX,29,Yea,"Rep. Sylvia Garcia [D, 2019-2024]",Democrat,"Garcia, Sylvia",repsylviagarcia,TX,D
412828,TX,32,Yea,"Rep. Colin Allred [D, 2019-2024]",Democrat,"Allred, Colin",repcolinallred,TX,D
412830,VA,2,Yea,"Rep. Elaine Luria [D, 2019-2022]",Democrat,Elaine Luria D-VA,repelaineluria,VA,D
412832,VA,6,Nay,"Rep. Ben Cline [R, 2019-2024]",Republican,Ben Cline R-VA,repbencline,VA,R
412833,VA,7,Yea,"Rep. Abigail Spanberger [D, 2019-2024]",Democrat,Abigail Spanberger D-VA,repspanberger,VA,D
412834,VA,10,Yea,"Rep. Jennifer Wexton [D, 2019-2024]",Democrat,Jennifer Wexton D-VA,repwexton,VA,D
412835,WA,8,Yea,"Rep. Kim Schrier [D, 2019-2024]",Democrat,Kim Schrier D-WA,repkimschrier,WA,D
412836,WI,1,Nay,"Rep. Bryan Steil [R, 2019-2024]",Republican,Bryan Steil R-WI,repbryansteil,WI,R
412837,WV,3,Nay,"Rep. Carol Miller [R, 2019-2022]",Republican,Carol Miller R-WV,repcarolmiller,WV,R
412842,ME,2,Nay,"Rep. Jared Golden [D, 2019-2024]",Democrat,"Golden, Jared",repgolden,ME,D
412843,PA,12,Nay,"Rep. Fred Keller [R, 2019-2022]",Republican,Fred Keller R-PA,repfredkeller,PA,R
412844,NC,9,Nay,"Rep. Dan Bishop [R, 2019-2022]",Republican,"Bishop, Dan",repdanbishop,NC,R
412845,NC,3,Nay,"Rep. Gregory Murphy [R, 2019-2024]",Republican,Greg Murphy R-NC,repgregmurphy,NC,R
456791,WI,7,Nay,"Rep. Thomas Tiffany [R, 2020-2024]",Republican,"Tiffany, Thomas ",reptiffany,WI,R
456792,CA,25,Nay,"Rep. Mike Garcia [R, 2020-2022]",Republican,"Garcia, Mike",repmikegarcia,CA,R
456793,NY,27,Nay,"Rep. Chris Jacobs [R, 2020-2022]",Republican,Chris Jacobs R-NY,repjacobs,NY,R
456799,AL,1,Nay,"Rep. Jerry Carl [R, 2021-2024]",Republican,"Carl, Jerry ",repjerrycarl,AL,R
456800,AL,2,Nay,"Rep. Barry Moore [R, 2021-2024]",Republican,Barry Moore R-AL,repbarrymoore,AL,R
456801,CA,8,Nay,"Rep. Jay Obernolte [R, 2021-2022]",Republican,Jay Obernolte R-CA,jayobernolte,CA,R
456802,CA,39,Nay,"Rep. Young Kim [R, 2021-2022]",Republican,"Kim, Young",repyoungkim,CA,R
456803,CA,48,Nay,"Rep. Michelle Steel [R, 2021-2022]",Republican,Michelle Steel R-CA,repsteel,CA,R
456804,CA,53,Yea,"Rep. Sara Jacobs [D, 2021-2022]",Democrat,"Jacobs, Sara",repsarajacobs,CA,D
456805,CO,3,Nay,"Rep. Lauren Boebert [R, 2021-2024]",Republican,"Boebert, Lauren",repboebert,CO,R
456806,FL,3,Nay,"Rep. Katherine “Kat” Cammack [R, 2021-2024]",Republican,"Cammack, Kat",repkatcammack,FL,R
456807,FL,15,Nay,"Rep. Scott Franklin [R, 2021-2022]",Republican,"Franklin, C. Scott",repfranklin,FL,R
456808,FL,19,Nay,"Rep. Byron Donalds [R, 2021-2024]",Republican,Byron Donalds R-FL,repdonaldspress,FL,R
456809,FL,26,Nay,"Rep. Carlos Gimenez [R, 2021-2022]",Republican,Carlos Gimenez R-FL,repcarlos,FL,R
456810,FL,27,Nay,"Rep. Maria Salazar [R, 2021-2024]",Republican,Maria Salazar R-FL,repmariasalazar,FL,R
456811,GA,5,Yea,"Rep. Nikema Williams [D, 2021-2024]",Democrat,Nikema Williams D-GA,repnikema,GA,D
456812,GA,7,Yea,"Rep. Carolyn Bourdeaux [D, 2021-2022]",Democrat,Carolyn Bourdeaux D-GA,repbourdeaux,GA,D
456813,GA,9,Nay,"Rep. Andrew Clyde [R, 2021-2024]",Republican,"Clyde, Andrew ",rep_clyde,GA,R
456814,GA,14,Nay,"Rep. Marjorie Taylor Greene [R, 2021-2024]",Republican,"Greene, Marjorie Taylor",repmtg,GA,R
456815,HI,2,Yea,"Rep. Kaialiʻi Kahele [D, 2021-2022]",Democrat,Kai Kahele D-HI,repkahele,HI,D
456816,IA,1,Nay,"Rep. Ashley Hinson [R, 2021-2022]",Republican,Ashley Hinson R-IA,repashleyhinson,IA,R
456817,IA,2,Nay,"Rep. Mariannette Miller-Meeks [R, 2021-2022]",Republican,Mariannette Miller-Meeks R-IA,repmmm,IA,R
456818,IA,4,Nay,"Rep. Randy Feenstra [R, 2021-2024]",Republican,"Feenstra, Randy",repfeenstra,IA,R
456819,IL,3,Yea,"Rep. Marie Newman [D, 2021-2022]",Democrat,Marie Newman D-IL,repmarienewman,IL,D
456820,IL,15,Nay,"Rep. Mary Miller [R, 2021-2024]",Republican,,,,
456821,IN,1,Yea,"Rep. Frank Mrvan [D, 2021-2024]",Democrat,Frank Mrvan D-IN,repmrvan,IN,D
456822,IN,5,Nay,"Rep. Victoria Spartz [R, 2021-2024]",Republican,"Spartz, Victoria",repspartz,IN,R
456823,KS,1,Nay,"Rep. Tracey Mann [R, 2021-2024]",Republican,"Mann, Tracey",repmann,KS,R
456824,KS,2,Nay,"Rep. Jacob “Jake” LaTurner [R, 2021-2024]",Republican,Jake LaTurner R-KS,replaturner,KS,R
456825,MA,4,Yea,"Rep. Jake Auchincloss [D, 2021-2024]",Democrat,"Auchincloss, Jake",repauchincloss,MA,D
456826,MI,3,Nay,"Rep. Peter Meijer [R, 2021-2022]",Republican,Peter Meijer R-MI,repmeijer,MI,R
456827,MI,10,Nay,"Rep. Lisa McClain [R, 2021-2022]",Republican,Lisa McClain R-MI,replisamcclain,MI,R
456828,MN,7,Nay,"Rep. Michelle Fischbach [R, 2021-2024]",Republican,"Fischbach, Michelle",repfischbach,MN,R
456829,MO,1,Yea,"Rep. Cori Bush [D, 2021-2024]",Democrat,"Bush, Cori",repcori,MO,D
456830,MT,0,Nay,"Rep. Matthew Rosendale [R, 2021-2022]",Republican,Matt Rosendale R-MT,reprosendale,MT,R
456831,NC,2,Yea,"Rep. Deborah Ross [D, 2021-2024]",Democrat,Deborah Ross D-NC,repdeborahross,NC,D
456832,NC,6,Yea,"Rep. Kathy Manning [D, 2021-2024]",Democrat,Kathy Manning D-NC,repkmanning,NC,D
456833,NC,11,Nay,"Rep. Madison Cawthorn [R, 2021-2022]",Republican,Madison Cawthorn R-NC,repcawthorn,NC,R
456834,NM,2,Nay,"Rep. Yvette Herrell [R, 2021-2022]",Republican,Yvette Herrell R-NM,repherrell,NM,R
456835,NM,3,Yea,"Rep. Teresa Leger Fernandez [D, 2021-2024]",Democrat,,,,
456836,NY,2,Nay,"Rep. Andrew Garbarino [R, 2021-2024]",Republican,Andrew Garbarino R-NY,repgarbarino,NY,R
456837,NY,11,Nay,"Rep. Nicole Malliotakis [R, 2021-2024]",Republican,"Malliotakis, Nicole",repmalliotakis,NY,R
456838,NY,15,Yea,"Rep. Ritchie Torres [D, 2021-2024]",Democrat,Ritchie Torres D-NY,repritchie,NY,D
456839,NY,16,Yea,"Rep. Jamaal Bowman [D, 2021-2024]",Democrat,"Bowman, Jamaal",repbowman,NY,D
456840,NY,17,Yea,"Rep. Mondaire Jones [D, 2021-2022]",Democrat,Mondaire Jones D-NY,repmondaire,NY,D
456841,OK,5,Nay,"Rep. Stephanie Bice [R, 2021-2024]",Republican,"Bice, Stephanie",repbice,OK,R
456842,OR,2,Nay,"Rep. Cliff Bentz [R, 2021-2024]",Republican,"Bentz, Cliff",repbentz,OR,R
456843,SC,1,Nay,"Rep. Nancy Mace [R, 2021-2024]",Republican,"Mace, Nancy",repnancymace,SC,R
456844,TN,1,Nay,"Rep. Diana Harshbarger [R, 2021-2024]",Republican,Diana Harshbarger R-TN,repharshbarger,TN,R
456845,TX,4,Nay,"Rep. Patrick “Pat” Fallon [R, 2021-2024]",Republican,"Fallon, Pat",reppatfallon,TX,R
456846,TX,11,Nay,"Rep. August Pfluger [R, 2021-2024]",Republican,August Pfluger R-TX,reppfluger,TX,R
456847,TX,13,Nay,"Rep. Ronny Jackson [R, 2021-2024]",Republican,"Jackson, Ronny",repronnyjackson,TX,R
456848,TX,22,Nay,"Rep. Troy Nehls [R, 2021-2024]",Republican,"Nehls, Troy",reptroynehls,TX,R
456849,TX,23,Nay,"Rep. Ernest “Tony” Gonzales [R, 2021-2024]",Republican,"Gonzales, Tony",reptonygonzales,TX,R
456850,TX,24,Nay,"Rep. Beth Van Duyne [R, 2021-2024]",Republican,Beth Van Duyne R-TX,repbethvanduyne,TX,R
