person,state,district,vote,name,party,matched-name,twitter-handle,matched-state,matched-party
400360,IL,9,Nay,Rep. Janice “Jan” Schakowsky [D],Democrat,Jan Schakowsky D-IL,repschakowsky,IL,D
400361,CA,30,Nay,Rep. Adam Schiff [D],Democrat,Adam Schiff D-CA,repadamschiff,CA,D
400363,GA,13,Nay,Rep. David Scott [D],Democrat,David Scott D-GA,repdavidscott,GA,D
400364,VA,3,Nay,Rep. Robert “Bobby” Scott [D],Democrat,"Scott, Bobby",bobbyscott,VA,D
400367,TX,17,Yea,Rep. Pete Sessions [R],Republican,"Sessions, Pete",petesessions,TX,R
400371,CA,32,Nay,Rep. Brad Sherman [D],Democrat,"Sherman, Brad",bradsherman,CA,D
400376,ID,2,Yea,Rep. Michael “Mike” Simpson [R],Republican,"Simpson, Mike",congmikesimpson,ID,R
400379,WA,9,Nay,Rep. Adam Smith [D],Democrat,Adam Smith D-WA,repadamsmith,WA,D
400380,NJ,4,Yea,Rep. Christopher “Chris” Smith [R],Republican,Chris Smith R-NJ,repchrissmith,NJ,R
400402,MS,2,Nay,Rep. Bennie Thompson [D],Democrat,"Thompson, Bennie ",benniegthompson,MS,D
400403,CA,4,Nay,Rep. Mike Thompson [D],Democrat,Mike Thompson D-CA,repthompson,CA,D
400411,OH,10,Yea,Rep. Michael Turner [R],Republican,Mike Turner R-OH,repmiketurner,OH,R
400416,NY,7,Nay,Rep. Nydia Velázquez [D],Democrat,"Velázquez, Nydia ",nydiavelazquez,NY,D
400422,CA,43,Nay,Rep. Maxine Waters [D],Democrat,Maxine Waters D-CA,repmaxinewaters,CA,D
400433,SC,2,Yea,Rep. Joe Wilson [R],Republican,Joe Wilson R-SC,repjoewilson,SC,R
400618,CA,21,Nay,Rep. Jim Costa [D],Democrat,"Costa, Jim",repjimcosta,CA,D
400623,FL,25,Nay,Rep. Debbie Wasserman Schultz [D],Democrat,Debbie Wasserman Schultz D-FL,repdwstweets,FL,D
400639,MO,5,Nay,Rep. Emanuel Cleaver [D],Democrat,"Cleaver, Emanuel",repcleaver,MO,D
400643,NC,5,Yea,Rep. Virginia Foxx [R],Republican,"Foxx, Virginia",virginiafoxx,NC,R
400644,NC,10,Yea,Rep. Patrick McHenry [R],Republican,"McHenry, Patrick ",patrickmchenry,NC,R
400653,TX,9,Nay,Rep. Al Green [D],Democrat,Al Green D-TX,repalgreen,TX,D
400654,TX,10,Yea,Rep. Michael McCaul [R],Republican,"McCaul, Michael ",repmccaul,TX,R
400657,TX,28,Nay,Rep. Henry Cuellar [D],Democrat,"Cuellar, Henry",repcuellar,TX,D
400659,WA,5,Yea,Rep. Cathy Anne McMorris Rodgers [R],Republican,"Rodgers, Cathy McMorris",cathymcmorris,WA,R
400661,WI,4,Not Voting,Rep. Gwen Moore [D],Democrat,Gwen Moore D-WI,repgwenmoore,WI,D
400663,CA,7,Nay,Rep. Doris Matsui [D],Democrat,"Matsui, Doris ",dorismatsui,CA,D
407672,MD,7,Nay,Rep. Kweisi Mfume [D],Democrat,"Mfume, Kweisi",repkweisimfume,MD,D
412191,CO,5,Yea,Rep. Doug Lamborn [R],Republican,Doug Lamborn R-CO,repdlamborn,CO,R
412193,CT,2,Nay,Rep. Joe Courtney [D],Democrat,"Courtney, Joe",repjoecourtney,CT,D
412195,FL,14,Nay,Rep. Kathy Castor [D],Democrat,"Castor, Kathy",usrepkcastor,FL,D
412196,FL,16,Yea,Rep. Vern Buchanan [R],Republican,"Buchanan, Vern",vernbuchanan,FL,R
412199,GA,4,Nay,Rep. Henry C. “Hank” Johnson [D],Democrat,"Johnson, Henry C. ""Hank"" Jr.",rephankjohnson,GA,D
412212,MD,3,Nay,Rep. John Sarbanes [D],Democrat,John Sarbanes D-MD,repsarbanes,MD,D
412213,MI,5,Yea,Rep. Tim Walberg [R],Republican,Tim Walberg R-MI,repwalberg,MI,R
412217,NE,3,Yea,Rep. Adrian Smith [R],Republican,Adrian Smith R-NE,repadriansmith,NE,R
412221,NY,9,Nay,Rep. Yvette Clarke [D],Democrat,"Clarke, Yvette ",repyvetteclarke,NY,D
412226,OH,4,Yea,Rep. Jim Jordan [R],Republican,"Jordan, Jim",jim_jordan,OH,R
412236,TN,9,Nay,Rep. Steve Cohen [D],Democrat,"Cohen, Steve",repcohen,TN,D
412250,FL,12,Yea,Rep. Gus Bilirakis [R],Republican,"Bilirakis, Gus ",repgusbilirakis,FL,R
412255,VA,1,Yea,Rep. Robert Wittman [R],Republican,"Wittman, Robert ",robwittman,VA,R
412256,OH,5,Yea,Rep. Robert Latta [R],Republican,"Latta, Robert ",boblatta,OH,R
412257,IL,11,Nay,Rep. Bill Foster [D],Democrat,Bill Foster D-IL,repbillfoster,IL,D
412258,IN,7,Nay,Rep. André Carson [D],Democrat,Andre Carson D-IN,repandrecarson,IN,D
412261,LA,1,Yea,Rep. Steve Scalise [R],Republican,"Scalise, Steve",stevescalise,LA,R
412272,VA,11,Nay,Rep. Gerald Connolly [D],Democrat,"Connolly, Gerald E. ""Gerry""",gerryconnolly,VA,D
412278,KY,2,Yea,Rep. Brett Guthrie [R],Republican,Brett Guthrie R-KY,repguthrie,KY,R
412282,CT,4,Nay,Rep. James “Jim” Himes [D],Democrat,"Himes, Jim",jahimes,CT,D
412292,MO,3,Yea,Rep. Blaine Luetkemeyer [R],Republican,Blaine Luetkemeyer R-MO,repblaine,MO,R
412295,CA,5,Yea,Rep. Tom McClintock [R],Republican,"McClintock, Tom",repmcclintock,CA,R
412307,ME,1,Nay,Rep. Chellie Pingree [D],Democrat,"Pingree, Chellie",chelliepingree,ME,D
412309,FL,8,Yea,Rep. Bill Posey [R],Republican,"Posey, Bill",congbillposey,FL,R
412317,PA,15,Yea,Rep. Glenn Thompson [R],Republican,"Thompson, Glenn",congressmangt,PA,R
412318,NV,1,Nay,Rep. Dina Titus [D],Democrat,Dina Titus D-NV,repdinatitus,NV,D
412319,NY,20,Nay,Rep. Paul Tonko [D],Democrat,Paul Tonko D-NY,reppaultonko,NY,D
412331,IL,5,Nay,Rep. Mike Quigley [D],Democrat,Mike Quigley D-IL,repmikequigley,IL,D
412379,CA,28,Nay,Rep. Judy Chu [D],Democrat,"Chu, Judy",repjudychu,CA,D
412382,CA,8,Not Voting,Rep. John Garamendi [D],Democrat,"Garamendi, John",repgaramendi,CA,D
412396,AL,7,Nay,Rep. Terri Sewell [D],Democrat,"Sewell, Terri A.",repterrisewell,AL,D
412397,AZ,9,Yea,Rep. Paul Gosar [R],Republican,"Gosar, Paul ",repgosar,AZ,R
412399,AZ,1,Yea,Rep. David Schweikert [R],Republican,David Schweikert R-AZ,repdavid,AZ,R
412400,AR,1,Yea,Rep. Eric “Rick” Crawford [R],Republican,"Crawford, Rick",reprickcrawford,AR,R
412402,AR,3,Yea,Rep. Steve Womack [R],Republican,Steve Womack R-AR,rep_stevewomack,AR,R
412410,FL,11,Yea,Rep. Daniel Webster [R],Republican,Daniel Webster R-FL,repwebster,FL,R
412412,FL,24,Nay,Rep. Frederica Wilson [D],Democrat,Frederica Wilson D-FL,repwilson,FL,D
412417,GA,8,Yea,Rep. Austin Scott [R],Republican,"Scott, Austin",austinscottga08,GA,R
412427,IN,8,Yea,Rep. Larry Bucshon [R],Republican,"Bucshon, Larry",replarrybucshon,IN,R
412434,MD,1,Yea,Rep. Andy Harris [R],Republican,Andy Harris R-MD,repandyharrismd,MD,R
412435,MA,9,Nay,Rep. William R. Keating [D],Democrat,"Keating, William",usrepkeating,MA,D
412437,MI,4,Yea,Rep. Bill Huizenga [R],Republican,Bill Huizenga R-MI,rephuizenga,MI,R
412465,PA,16,Yea,Rep. Mike Kelly [R],Republican,"Kelly, Mike",mikekellypa,PA,R
412472,SC,3,Yea,Rep. Jeff Duncan [R],Republican,"Duncan, Jeff",repjeffduncan,SC,R
412476,TN,3,Yea,Rep. Charles “Chuck” Fleischmann [R],Republican,Chuck Fleischmann R-TN,repchuck,TN,R
412477,TN,4,Yea,Rep. Scott DesJarlais [R],Republican,"DesJarlais, Scott",desjarlaistn04,TN,R
412485,VA,9,Yea,Rep. Morgan Griffith [R],Republican,"Griffith, Morgan",repmgriffith,VA,R
412500,NV,2,Yea,Rep. Mark Amodei [R],Republican,"Amodei, Mark",markamodeinv2,NV,R
412501,OR,1,Nay,Rep. Suzanne Bonamici [D],Democrat,"Bonamici, Suzanne",repbonamici,OR,D
412503,KY,4,Not Voting,Rep. Thomas Massie [R],Republican,"Massie, Thomas",repthomasmassie,KY,R
412505,WA,1,Nay,Rep. Suzan DelBene [D],Democrat,"DelBene, Suzan",repdelbene,WA,D
412510,CA,1,Not Voting,Rep. Doug LaMalfa [R],Republican,Doug LaMalfa R-CA,replamalfa,CA,R
412511,CA,2,Nay,Rep. Jared Huffman [D],Democrat,"Huffman, Jared",rephuffman,CA,D
412512,CA,6,Nay,Rep. Ami Bera [D],Democrat,Ami Bera D-CA,repbera,CA,D
412514,CA,14,Nay,Rep. Eric Swalwell [D],Democrat,Eric Swalwell D-CA,repswalwell,CA,D
412515,CA,22,Yea,Rep. David Valadao [R],Republican,David Valadao R-CA,repdavidvaladao,CA,R
412516,CA,26,Nay,Rep. Julia Brownley [D],Democrat,"Brownley, Julia",repbrownley,CA,D
412517,CA,29,Nay,Rep. Tony Cárdenas [D],Democrat,"Cardenas, Tony",repcardenas,CA,D
412519,CA,25,Nay,Rep. Raul Ruiz [D],Democrat,Raul Ruiz D-CA,repraulruizmd,CA,D
412520,CA,39,Nay,Rep. Mark Takano [D],Democrat,Mark Takano D-CA,repmarktakano,CA,D
412522,CA,52,Nay,Rep. Juan Vargas [D],Democrat,Juan Vargas D-CA,repjuanvargas,CA,D
412523,CA,50,Nay,Rep. Scott Peters [D],Democrat,"Peters, Scott",repscottpeters,CA,D
412529,FL,22,Nay,Rep. Lois Frankel [D],Democrat,"Frankel, Lois",reploisfrankel,FL,D
412534,IL,10,Nay,Rep. Bradley “Brad” Schneider [D],Democrat,Brad Schneider D-IL,repschneider,IL,D
412541,KY,6,Yea,Rep. Garland “Andy” Barr [R],Republican,Andy Barr R-KY,repandybarr,KY,R
412546,MI,8,Nay,Rep. Daniel Kildee [D],Democrat,Dan Kildee D-MI,repdankildee,MI,D
412548,MO,2,Yea,Rep. Ann Wagner [R],Republican,Ann Wagner R-MO,repannwagner,MO,R
412550,NC,9,Yea,Rep. Richard Hudson [R],Republican,"Hudson, Richard",reprichhudson,NC,R
412557,NH,2,Nay,Rep. Ann Kuster [D],Democrat,Annie Kuster D-NH,repanniekuster,NH,D
412559,NV,4,Nay,Rep. Steven Horsford [D],Democrat,"Horsford, Steven",rephorsford,NV,D
412560,NY,6,Nay,Rep. Grace Meng [D],Democrat,Grace Meng D-NY,repgracemeng,NY,D
412561,NY,8,Nay,Rep. Hakeem Jeffries [D],Democrat,Hakeem Jeffries D-NY,repjeffries,NY,D
412564,OH,2,Yea,Rep. Brad Wenstrup [R],Republican,Brad Wenstrup R-OH,repbradwenstrup,OH,R
412565,OH,3,Nay,Rep. Joyce Beatty [D],Democrat,"Beatty, Joyce",repbeatty,OH,D
412566,OH,14,Yea,Rep. David Joyce [R],Republican,David Joyce R-OH,repdavejoyce,OH,R
412569,PA,10,Yea,Rep. Scott Perry [R],Republican,"Perry, Scott",repscottperry,PA,R
412571,PA,8,Nay,Rep. Matthew “Matt” Cartwright [D],Democrat,"Cartwright, Matt",repcartwright,PA,D
412574,TX,14,Yea,Rep. Randy Weber [R],Republican,"Weber, Randy",txrandy14,TX,R
412576,TX,20,Nay,Rep. Joaquin Castro [D],Democrat,"Castro, Joaquin",joaquincastrotx,TX,D
412578,TX,25,Yea,Rep. Roger Williams [R],Republican,Roger Williams R-TX,reprwilliams,TX,R
412579,TX,33,Nay,Rep. Marc Veasey [D],Democrat,Marc Veasey D-TX,repveasey,TX,D
412583,WA,6,Nay,Rep. Derek Kilmer [D],Democrat,Derek Kilmer D-WA,repderekkilmer,WA,D
412585,WI,2,Nay,Rep. Mark Pocan [D],Democrat,Mark Pocan D-WI,repmarkpocan,WI,D
412595,IL,2,Nay,Rep. Robin Kelly [D],Democrat,"Kelly, Robin",reprobinkelly,IL,D
412596,MO,8,Yea,Rep. Jason Smith [R],Republican,Jason Smith R-MO,repjasonsmith,MO,R
412600,MA,5,Nay,Rep. Katherine Clark [D],Democrat,Katherine Clark D-MA,repkclark,MA,D
412606,NJ,1,Nay,Rep. Donald Norcross [D],Democrat,"Norcross, Donald",donaldnorcross,NJ,D
412607,NC,12,Nay,Rep. Alma Adams [D],Democrat,"Adams, Alma",repadams,NC,D
412608,AL,6,Yea,Rep. Gary Palmer [R],Republican,Gary Palmer R-AL,usrepgarypalmer,AL,R
412609,AR,2,Yea,Rep. French Hill [R],Republican,French Hill R-AR,repfrenchhill,AR,R
412610,AR,4,Yea,Rep. Bruce Westerman [R],Republican,Bruce Westerman R-AR,repwesterman,AR,R
412612,AZ,3,Nay,Rep. Ruben Gallego [D],Democrat,"Gallego, Ruben",reprubengallego,AZ,D
412613,CA,10,Nay,Rep. Mark DeSaulnier [D],Democrat,"DeSaulnier, Mark",repdesaulnier,CA,D
412615,CA,33,Nay,Rep. Pete Aguilar [D],Democrat,"Aguilar, Pete",reppeteaguilar,CA,D
412616,CA,36,Nay,Rep. Ted Lieu [D],Democrat,"Lieu, Ted",reptedlieu,CA,D
412617,CA,35,Nay,Rep. Norma Torres [D],Democrat,"Torres, Norma",normajtorres,CA,D
412622,GA,1,Yea,Rep. Earl “Buddy” Carter [R],Republican,Buddy Carter R-GA,repbuddycarter,GA,R
412624,GA,11,Yea,Rep. Barry Loudermilk [R],Republican,Barry Loudermilk R-GA,reploudermilk,GA,R
412625,GA,12,Yea,Rep. Rick Allen [R],Republican,"Allen, Rick",reprickallen,GA,R
412629,IL,12,Yea,Rep. Mike Bost [R],Republican,"Bost, Mike",repbost,IL,R
412631,LA,6,Yea,Rep. Garret Graves [R],Republican,Garret Graves R-LA,repgarretgraves,LA,R
412632,MA,6,Nay,Rep. Seth Moulton [D],Democrat,"Moulton, Seth",teammoulton,MA,D
412634,MI,2,Yea,Rep. John Moolenaar [R],Republican,John Moolenaar R-MI,repmoolenaar,MI,R
412637,MI,6,Nay,Rep. Debbie Dingell [D],Democrat,Debbie Dingell D-MI,repdebdingell,MI,D
412639,MN,6,Yea,Rep. Tom Emmer [R],Republican,Tom Emmer R-MN,reptomemmer,MN,R
412640,MT,1,Yea,Rep. Ryan Zinke [R],Republican,Ryan Zinke R-MT,repryanzinke,MT,R
412641,NC,7,Yea,Rep. David Rouzer [R],Republican,David Rouzer R-NC,repdavidrouzer,NC,R
412644,NJ,12,Nay,Rep. Bonnie Watson Coleman [D],Democrat,Bonnie Coleman D-NJ,repbonnie,NJ,D
412648,NY,21,Yea,Rep. Elise Stefanik [R],Republican,Elise Stefanik R-NY,repstefanik,NY,R
412652,PA,2,Nay,Rep. Brendan Boyle [D],Democrat,"Boyle, Brendan",congboyle,PA,D
412655,TX,36,Yea,Rep. Brian Babin [R],Republican,"Babin, Brian",repbrianbabin,TX,R
412657,VA,8,Nay,Rep. Donald Beyer [D],Democrat,"Beyer, Don",repdonbeyer,VA,D
412660,WA,4,Yea,Rep. Dan Newhouse [R],Republican,Dan Newhouse R-WA,repnewhouse,WA,R
412661,WI,6,Yea,Rep. Glenn Grothman [R],Republican,Glenn Grothman R-WI,repgrothman,WI,R
412662,WV,2,Yea,Rep. Alexander Mooney [R],Republican,Alex Mooney R-WV,repalexmooney,WV,R
412673,MS,1,Yea,Rep. Trent Kelly [R],Republican,"Kelly, Trent",reptrentkelly,MS,R
412674,IL,16,Yea,Rep. Darin LaHood [R],Republican,Darin LaHood R-IL,replahood,IL,R
412675,OH,8,Yea,Rep. Warren Davidson [R],Republican,"Davidson, Warren",warrendavidson,OH,R
412676,KY,1,Yea,Rep. James Comer [R],Republican,"Comer, James",repjamescomer,KY,R
412677,PA,3,Not Voting,Rep. Dwight Evans [D],Democrat,Dwight Evans D-PA,repdwightevans,PA,D
412683,AZ,5,Nay,Rep. Andy Biggs [R],Republican,Andy Biggs R-AZ,repandybiggsaz,AZ,R
412684,CA,17,Nay,Rep. Ro Khanna [D],Democrat,"Khanna, Ro",reprokhanna,CA,D
412685,CA,19,Nay,Rep. Jimmy Panetta [D],Democrat,Jimmy Panetta D-CA,repjimmypanetta,CA,D
412686,CA,24,Nay,Rep. Salud Carbajal [D],Democrat,"Carbajal, Salud",repcarbajal,CA,D
412687,CA,44,Nay,Rep. Nanette Barragán [D],Democrat,"Barragán, Nanette",repbarragan,CA,D
412688,CA,46,Nay,Rep. Luis Correa [D],Democrat,"Correa, J. Luis",reploucorrea,CA,D
412689,DE,0,Nay,Rep. Lisa Blunt Rochester [D],Democrat,"Blunt Rochester, Lisa",replbr,DE,D
412690,FL,1,Nay,Rep. Matt Gaetz [R],Republican,"Gaetz, Matt",repmattgaetz,FL,R
412691,FL,2,Yea,Rep. Neal Dunn [R],Republican,"Dunn, Neal",drnealdunnfl2,FL,R
412692,FL,5,Yea,Rep. John Rutherford [R],Republican,John Rutherford R-FL,reprutherfordfl,FL,R
412695,FL,9,Nay,Rep. Darren Soto [D],Democrat,Darren Soto D-FL,repdarrensoto,FL,D
412698,FL,21,Not Voting,Rep. Brian Mast [R],Republican,Brian Mast R-FL,repbrianmast,FL,R
412700,GA,3,Yea,Rep. Drew Ferguson [R],Republican,Drew Ferguson R-GA,repdrewferguson,GA,R
412701,IL,8,Nay,Rep. Raja Krishnamoorthi [D],Democrat,"Krishnamoorthi, Raja",congressmanraja,IL,D
412702,IN,3,Yea,Rep. Jim Banks [R],Republican,"Banks, Jim",repjimbanks,IN,R
412705,LA,3,Yea,Rep. Clay Higgins [R],Republican,Clay Higgins R-LA,repclayhiggins,LA,R
412706,LA,4,Yea,Rep. Mike Johnson [R],Republican,Mike Johnson R-LA,repmikejohnson,LA,R
412708,MD,8,Nay,Rep. Jamie Raskin [D],Democrat,Jamie Raskin D-MD,repraskin,MD,D
412709,MI,1,Yea,Rep. Jack Bergman [R],Republican,"Bergman, Jack",repjackbergman,MI,R
412713,NE,2,Yea,Rep. Don Bacon [R],Republican,"Bacon, Don",repdonbacon,NE,R
412714,NJ,5,Nay,Rep. Josh Gottheimer [D],Democrat,"Gottheimer, Josh",repjoshg,NJ,D
412717,NY,3,Nay,Rep. Thomas Suozzi [D],Democrat,Tom Suozzi D-NY,reptomsuozzi,NY,D
412718,NY,13,Nay,Rep. Adriano Espaillat [D],Democrat,Adriano Espaillat D-NY,repespaillat,NY,D
412720,NY,24,Yea,Rep. Claudia Tenney [R],Republican,Claudia Tenney R-NY,reptenney,NY,R
412721,PA,1,Yea,Rep. Brian Fitzpatrick [R],Republican,Brian Fitzpatrick R-PA,repbrianfitz,PA,R
412722,PA,11,Yea,Rep. Lloyd Smucker [R],Republican,Lloyd Smucker R-PA,repsmucker,PA,R
412724,TN,8,Yea,Rep. David Kustoff [R],Republican,David Kustoff R-TN,repdavidkustoff,TN,R
412725,TX,34,Nay,Rep. Vicente Gonzalez [D],Democrat,"Gonzalez, Vicente",repgonzalez,TX,D
412726,TX,19,Yea,Rep. Jodey Arrington [R],Republican,"Arrington, Jodey",reparrington,TX,R
412730,WA,7,Nay,Rep. Pramila Jayapal [D],Democrat,"Jayapal, Pramila",repjayapal,WA,D
412735,KS,4,Yea,Rep. Ron Estes [R],Republican,"Estes, Ron",repronestes,KS,R
412738,SC,5,Nay,Rep. Ralph Norman [R],Republican,"Norman, Ralph",repralphnorman,SC,R
412739,CA,34,Nay,Rep. Jimmy Gomez [D],Democrat,"Gomez, Jimmy",repjimmygomez,CA,D
412740,UT,3,Yea,Rep. John Curtis [R],Republican,"Curtis, John ",repjohncurtis,UT,R
